GridCell,lat,long,Dist2Ocean
335.0,28.741531372070312,-96.26142883300781,50874.228215731855
336.0,28.741531372070312,-96.25125885009766,49882.88191449306
337.0,28.741531372070312,-96.2410888671875,48891.66795839234
338.0,28.741531372070312,-96.23091125488281,47899.85062769776
339.0,28.741531372070312,-96.22074127197266,46908.925280198084
340.0,28.741531372070312,-96.21056365966797,45917.41426437705
341.0,28.741531372070312,-96.20039367675781,44926.81400593638
342.0,28.741531372070312,-96.19022369384766,43936.39197225299
343.0,28.741531372070312,-96.18004608154297,42945.41716259328
344.0,28.741531372070312,-96.16987609863281,41955.388201540525
345.0,28.741531372070312,-96.15969848632812,40964.83384101278
346.0,28.741531372070312,-96.14952850341797,39975.254723640675
347.0,28.741531372070312,-96.13935852050781,38985.925342684845
348.0,28.741531372070312,-96.12918090820312,37996.1227248446
349.0,28.741531372070312,-96.11901092529297,37007.35176526082
350.0,28.741531372070312,-96.10884094238281,36018.89359367443
351.0,28.741531372070312,-96.09866333007812,35030.03289785895
352.0,28.741531372070312,-96.08849334716797,34042.28106726589
353.0,28.741531372070312,-96.07831573486328,33054.18841521952
354.0,28.741531372070312,-96.06814575195312,32067.27258489124
355.0,28.741531372070312,-96.05797576904297,31080.833533126737
356.0,28.741531372070312,-96.04779815673828,30094.177989275435
357.0,28.741531372070312,-96.03762817382812,29108.83760245463
358.0,28.741531372070312,-96.02745056152344,28123.39377467457
359.0,28.741531372070312,-96.01728057861328,27139.39228769709
360.0,28.741531372070312,-96.00711059570312,26156.172727602883
361.0,28.741531372070312,-95.99693298339844,25173.089255148265
362.0,28.741531372070312,-95.98676300048828,24191.721238599177
363.0,28.741531372070312,-95.97659301757812,23211.45453115267
364.0,28.741531372070312,-95.96641540527344,22231.699898431947
365.0,28.741531372070312,-95.95624542236328,21254.0975248339
366.0,28.741531372070312,-95.9460678100586,20277.384904967294
367.0,28.741531372070312,-95.93589782714844,19303.271349240786
368.0,28.741531372070312,-95.92572784423828,18331.320413601883
369.0,28.741531372070312,-95.9155502319336,17361.1678892356
370.0,28.741531372070312,-95.90538024902344,16394.715141770197
371.0,28.741531372070312,-95.89520263671875,15431.06998928797
372.0,28.741531372070312,-95.8850326538086,14472.380529729111
373.0,28.741531372070312,-95.87486267089844,13518.82180441634
374.0,28.741531372070312,-95.86468505859375,12570.851824344265
375.0,28.741531372070312,-95.8545150756836,11631.429603704602
376.0,28.741531372070312,-95.84434509277344,10701.90346152729
